Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Africa,Morocco,Clothing,Online,Low,2022-12-13,5127,2022-12-14,9550,406.49,304.85,3881979.5,2911317.5,970662.0
Oceania,Australia,Electronics,Offline,Medium,2026-04-12,5128,2026-04-21,4223,715.67,341.68,3022274.41,1442914.64,1579359.77
Oceania,Australia,Electronics,Offline,Medium,2021-09-18,5129,2021-09-30,9562,973.52,627.37,9308798.24,5998911.94,3309886.3
Oceania,Australia,Cosmetics,Offline,High,2024-02-16,5130,2024-02-26,9056,216.44,107.83,1960080.64,976508.48,983572.16
South America,Colombia,Office Supplies,Offline,Critical,2023-11-30,5131,2023-12-03,429,693.3,524.47,297425.7,224997.63,72428.07
Africa,Egypt,Furniture,Online,Critical,2025-05-26,5132,2025-05-31,155,489.14,281.87,75816.7,43689.85,32126.85
Oceania,Australia,Food,Offline,Low,2025-05-30,5133,2025-06-01,6409,678.46,341.96,4348250.14,2191621.64,2156628.5
Europe,France,Food,Offline,Low,2021-11-15,5134,2021-11-28,3438,326.79,231.32,1123504.02,795278.16,328225.86
Oceania,New Zealand,Furniture,Online,High,2021-09-24,5135,2021-09-25,9734,743.01,358.89,7232459.34,3493435.26,3739024.08
South America,Brazil,Furniture,Online,Medium,2024-11-06,5136,2024-11-12,5263,832.27,608.08,4380237.01,3200325.04,1179911.97
South America,Chile,Electronics,Offline,Low,2022-04-28,5137,2022-05-01,6006,987.88,782.14,5933207.28,4697532.84,1235674.44
North America,Canada,Food,Offline,Critical,2025-10-30,5138,2025-11-05,7848,211.35,101.82,1658674.8,799083.36,859591.44
Europe,France,Furniture,Offline,Critical,2025-10-23,5139,2025-11-01,6865,975.69,708.11,6698111.85,4861175.15,1836936.7
Africa,Kenya,Food,Offline,Critical,2024-04-25,5140,2024-05-06,397,983.81,514.13,390572.57,204109.61,186462.96
Africa,South Africa,Furniture,Online,High,2026-01-30,5141,2026-02-10,9798,83.7,66.71,820092.6,653624.58,166468.02
Oceania,Fiji,Clothing,Online,Medium,2024-07-25,5142,2024-08-08,6869,306.86,218.05,2107821.34,1497785.45,610035.89
South America,Brazil,Clothing,Online,Medium,2023-10-14,5143,2023-10-25,8846,864.79,644.47,7649932.34,5700981.62,1948950.72
South America,Argentina,Office Supplies,Online,Low,2026-02-19,5144,2026-02-26,1150,954.0,478.58,1097100.0,550367.0,546733.0
North America,Canada,Office Supplies,Offline,Critical,2021-10-07,5145,2021-10-13,2152,999.4,642.13,2150708.8,1381863.76,768845.04
North America,Mexico,Clothing,Online,Medium,2022-01-26,5146,2022-02-02,5638,696.33,498.4,3925908.54,2809979.2,1115929.34
Oceania,Fiji,Furniture,Offline,Low,2023-10-13,5147,2023-10-24,1400,877.18,444.12,1228052.0,621768.0,606284.0
Europe,Germany,Clothing,Offline,Low,2025-08-22,5148,2025-08-26,9544,220.85,136.08,2107792.4,1298747.52,809044.88
Asia,Japan,Cosmetics,Offline,Low,2022-03-20,5149,2022-03-30,2111,972.05,606.63,2051997.55,1280595.93,771401.62
Europe,United Kingdom,Furniture,Offline,Medium,2023-02-20,5150,2023-03-06,3648,738.59,577.81,2694376.32,2107850.88,586525.44
Africa,Morocco,Food,Offline,Low,2025-03-07,5151,2025-03-17,8973,190.96,127.93,1713484.08,1147915.89,565568.19
Europe,United Kingdom,Electronics,Online,High,2026-04-20,5152,2026-05-03,5927,293.73,204.32,1740937.71,1211004.64,529933.07
Asia,Japan,Office Supplies,Offline,High,2022-07-26,5153,2022-08-09,8558,202.31,110.46,1731368.98,945316.68,786052.3
Africa,Kenya,Electronics,Offline,Critical,2022-09-01,5154,2022-09-13,2688,315.71,157.72,848628.48,423951.36,424677.12
South America,Argentina,Office Supplies,Offline,Critical,2021-08-09,5155,2021-08-14,9036,653.72,375.48,5907013.92,3392837.28,2514176.64
South America,Argentina,Cosmetics,Online,Medium,2022-10-24,5156,2022-10-27,6196,60.77,45.91,376530.92,284458.36,92072.56
Asia,South Korea,Electronics,Online,High,2023-08-22,5157,2023-08-28,5927,253.02,143.42,1499649.54,850050.34,649599.2
Asia,South Korea,Office Supplies,Offline,Medium,2022-11-27,5158,2022-12-11,5436,860.28,632.99,4676482.08,3440933.64,1235548.44
Europe,Germany,Furniture,Offline,High,2021-10-27,5159,2021-10-30,6671,616.58,444.2,4113205.18,2963258.2,1149946.98
Asia,Singapore,Cosmetics,Online,Critical,2021-08-13,5160,2021-08-14,8448,481.1,363.14,4064332.8,3067806.72,996526.08
South America,Chile,Cosmetics,Online,High,2023-08-15,5161,2023-08-25,7431,969.2,497.36,7202125.2,3695882.16,3506243.04
Europe,France,Clothing,Offline,High,2023-01-20,5162,2023-02-02,4225,64.74,33.92,273526.5,143312.0,130214.5
Europe,Spain,Clothing,Online,Medium,2021-10-21,5163,2021-10-30,7938,378.93,246.88,3007946.34,1959733.44,1048212.9
Europe,France,Food,Offline,Critical,2023-03-27,5164,2023-03-30,8552,800.36,528.46,6844678.72,4519389.92,2325288.8
Africa,Nigeria,Clothing,Online,Critical,2025-11-05,5165,2025-11-09,8426,174.23,87.28,1468061.98,735421.28,732640.7
Asia,South Korea,Food,Offline,Critical,2025-06-07,5166,2025-06-17,4286,332.23,180.01,1423937.78,771522.86,652414.92
Europe,France,Clothing,Online,Critical,2023-10-24,5167,2023-11-01,1058,451.98,211.03,478194.84,223269.74,254925.1
Asia,India,Furniture,Online,High,2025-05-25,5168,2025-06-03,2568,458.85,311.98,1178326.8,801164.64,377162.16
Europe,United Kingdom,Clothing,Online,Critical,2025-04-27,5169,2025-05-05,9045,448.58,331.67,4057406.1,2999955.15,1057450.95
North America,United States,Furniture,Online,Low,2023-05-06,5170,2023-05-13,1625,560.64,362.8,911040.0,589550.0,321490.0
Africa,Nigeria,Food,Online,High,2022-01-11,5171,2022-01-15,2049,759.71,550.13,1556645.79,1127216.37,429429.42
Europe,United Kingdom,Electronics,Offline,Medium,2024-04-17,5172,2024-04-18,2734,668.8,511.56,1828499.2,1398605.04,429894.16
Asia,India,Furniture,Offline,Low,2025-02-02,5173,2025-02-15,4933,962.27,660.83,4746877.91,3259874.39,1487003.52
Oceania,Fiji,Electronics,Offline,High,2026-06-20,5174,2026-06-26,9794,624.79,337.18,6119193.26,3302340.92,2816852.34
South America,Argentina,Food,Online,Critical,2024-07-02,5175,2024-07-09,8932,630.71,467.17,5633501.72,4172762.44,1460739.28
Africa,Morocco,Food,Offline,High,2024-12-13,5176,2024-12-19,5958,837.21,522.33,4988097.18,3112042.14,1876055.04
South America,Argentina,Cosmetics,Offline,Critical,2023-01-31,5177,2023-02-14,6582,638.25,301.42,4200961.5,1983946.44,2217015.06
Africa,Kenya,Clothing,Offline,High,2023-03-28,5178,2023-04-02,1969,975.68,607.17,1921113.92,1195517.73,725596.19
Europe,Spain,Furniture,Online,Medium,2026-01-20,5179,2026-01-27,1110,787.73,390.62,874380.3,433588.2,440792.1
Oceania,Fiji,Furniture,Offline,Medium,2022-02-25,5180,2022-02-26,7167,81.85,56.3,586618.95,403502.1,183116.85
South America,Argentina,Office Supplies,Offline,Critical,2021-09-11,5181,2021-09-13,4597,129.76,69.61,596506.72,319997.17,276509.55
Oceania,New Zealand,Clothing,Offline,Critical,2024-10-29,5182,2024-11-09,2907,590.09,340.15,1715391.63,988816.05,726575.58
Oceania,Fiji,Furniture,Offline,High,2025-12-11,5183,2025-12-24,5089,832.85,418.09,4238373.65,2127660.01,2110713.64
Africa,Nigeria,Furniture,Offline,High,2022-04-12,5184,2022-04-17,6306,565.32,390.18,3564907.92,2460475.08,1104432.84
Europe,Germany,Cosmetics,Offline,Low,2025-09-24,5185,2025-10-03,9585,774.21,495.54,7420802.85,4749750.9,2671051.95
North America,United States,Electronics,Online,High,2022-04-21,5186,2022-04-25,9465,362.45,165.65,3430589.25,1567877.25,1862712.0
South America,Argentina,Clothing,Online,High,2025-10-14,5187,2025-10-26,891,796.52,438.77,709699.32,390944.07,318755.25
South America,Argentina,Food,Offline,High,2021-10-31,5188,2021-11-14,7024,785.83,498.9,5519669.92,3504273.6,2015396.32
South America,Brazil,Clothing,Offline,Critical,2025-10-25,5189,2025-10-29,3935,212.92,157.18,837840.2,618503.3,219336.9
Africa,South Africa,Clothing,Online,Critical,2024-11-21,5190,2024-12-02,4018,56.86,42.4,228463.48,170363.2,58100.28
Asia,South Korea,Office Supplies,Online,Medium,2022-08-12,5191,2022-08-25,4258,801.73,379.57,3413766.34,1616209.06,1797557.28
Europe,Germany,Cosmetics,Offline,Critical,2026-02-24,5192,2026-03-05,1718,305.18,140.64,524299.24,241619.52,282679.72
North America,Canada,Electronics,Offline,Critical,2022-02-01,5193,2022-02-15,6197,497.88,282.79,3085362.36,1752449.63,1332912.73
Asia,India,Furniture,Online,Medium,2026-06-27,5194,2026-07-07,6483,932.74,564.41,6046953.42,3659070.03,2387883.39
Oceania,New Zealand,Office Supplies,Online,Low,2021-08-25,5195,2021-09-03,460,521.06,268.21,239687.6,123376.6,116311.0
North America,United States,Electronics,Online,Low,2024-06-25,5196,2024-07-03,9246,297.02,211.17,2746246.92,1952477.82,793769.1
Europe,Italy,Food,Offline,Medium,2022-01-04,5197,2022-01-09,6115,382.95,209.77,2341739.25,1282743.55,1058995.7
Asia,Japan,Clothing,Offline,High,2023-05-19,5198,2023-05-25,536,132.56,60.17,71052.16,32251.12,38801.04
South America,Chile,Cosmetics,Offline,Medium,2025-03-16,5199,2025-03-23,2193,309.34,226.07,678382.62,495771.51,182611.11
Asia,China,Clothing,Offline,High,2021-09-11,5200,2021-09-24,9928,533.14,397.97,5293013.92,3951046.16,1341967.76
Africa,Kenya,Food,Online,High,2023-12-07,5201,2023-12-18,314,360.44,227.0,113178.16,71278.0,41900.16
North America,Canada,Clothing,Online,Low,2024-02-11,5202,2024-02-20,4054,563.91,330.04,2286091.14,1337982.16,948108.98
Africa,Egypt,Clothing,Online,Medium,2025-05-10,5203,2025-05-22,7794,923.7,464.84,7199317.8,3622962.96,3576354.84
North America,United States,Food,Offline,Medium,2026-06-25,5204,2026-07-08,1818,690.22,485.64,1254819.96,882893.52,371926.44
Oceania,New Zealand,Clothing,Online,Medium,2022-09-09,5205,2022-09-23,5845,854.77,409.77,4996130.65,2395105.65,2601025.0
Asia,China,Clothing,Online,Medium,2025-10-26,5206,2025-10-29,3273,301.53,155.39,986907.69,508591.47,478316.22
South America,Colombia,Clothing,Online,High,2023-11-09,5207,2023-11-20,4466,530.06,326.5,2367247.96,1458149.0,909098.96
Asia,South Korea,Clothing,Online,Medium,2024-11-02,5208,2024-11-12,648,739.6,431.95,479260.8,279903.6,199357.2
Oceania,New Zealand,Clothing,Online,Critical,2025-07-17,5209,2025-07-20,8009,57.63,30.48,461558.67,244114.32,217444.35
Asia,South Korea,Food,Online,Low,2022-04-05,5210,2022-04-15,9057,698.92,466.88,6330118.44,4228532.16,2101586.28
Europe,United Kingdom,Food,Offline,Low,2024-01-23,5211,2024-01-26,8473,732.78,543.89,6208844.94,4608379.97,1600464.97
Europe,Italy,Clothing,Offline,Low,2026-05-23,5212,2026-05-24,4627,47.33,37.2,218995.91,172124.4,46871.51
North America,Mexico,Office Supplies,Offline,High,2023-09-28,5213,2023-10-10,82,696.44,342.08,57108.08,28050.56,29057.52
Oceania,New Zealand,Office Supplies,Offline,Critical,2025-09-03,5214,2025-09-12,941,754.15,478.67,709655.15,450428.47,259226.68
Asia,South Korea,Office Supplies,Offline,Critical,2026-01-03,5215,2026-01-08,5618,919.32,683.59,5164739.76,3840408.62,1324331.14
Oceania,Australia,Office Supplies,Offline,High,2024-08-01,5216,2024-08-05,5719,40.04,26.6,228988.76,152125.4,76863.36
North America,United States,Cosmetics,Offline,Low,2026-03-14,5217,2026-03-25,9149,828.96,487.08,7584155.04,4456294.92,3127860.12
Europe,France,Clothing,Offline,High,2023-10-01,5218,2023-10-09,2068,966.7,725.2,1999135.6,1499713.6,499422.0
Europe,France,Office Supplies,Online,Low,2025-05-16,5219,2025-05-26,1523,456.37,330.03,695051.51,502635.69,192415.82
Africa,South Africa,Clothing,Online,Critical,2023-03-12,5220,2023-03-24,5785,353.65,196.56,2045865.25,1137099.6,908765.65
North America,Canada,Food,Online,High,2023-07-04,5221,2023-07-09,2778,353.1,215.65,980911.8,599075.7,381836.1
Africa,Morocco,Food,Offline,High,2023-01-09,5222,2023-01-15,9593,966.01,662.81,9266933.93,6358336.33,2908597.6
North America,Canada,Furniture,Online,High,2024-10-17,5223,2024-10-31,6471,845.0,626.46,5467995.0,4053822.66,1414172.34
Europe,Spain,Clothing,Offline,High,2025-06-26,5224,2025-07-06,6251,471.64,255.28,2948221.64,1595755.28,1352466.36
Asia,South Korea,Furniture,Offline,Low,2023-06-26,5225,2023-06-27,5715,246.72,153.87,1410004.8,879367.05,530637.75
Asia,China,Clothing,Online,High,2021-09-04,5226,2021-09-16,4526,806.61,602.78,3650716.86,2728182.28,922534.58
Europe,Germany,Food,Offline,Critical,2024-12-16,5227,2024-12-24,5275,58.14,38.8,306688.5,204670.0,102018.5
Europe,Spain,Furniture,Offline,Medium,2025-03-29,5228,2025-04-05,9656,737.96,352.76,7125741.76,3406250.56,3719491.2
Oceania,Fiji,Clothing,Offline,High,2023-01-20,5229,2023-01-27,3652,980.79,753.52,3581845.08,2751855.04,829990.04
South America,Argentina,Clothing,Offline,Low,2024-08-31,5230,2024-09-04,8693,676.9,446.19,5884291.7,3878729.67,2005562.03
South America,Colombia,Cosmetics,Offline,Critical,2024-01-09,5231,2024-01-20,1065,836.2,453.45,890553.0,482924.25,407628.75
Europe,Italy,Furniture,Online,Medium,2024-07-22,5232,2024-07-26,3569,90.68,53.53,323636.92,191048.57,132588.35
Africa,Kenya,Furniture,Offline,High,2023-02-24,5233,2023-03-10,2539,591.69,426.7,1502300.91,1083391.3,418909.61
South America,Colombia,Electronics,Offline,Medium,2025-08-14,5234,2025-08-20,5445,792.64,412.32,4315924.8,2245082.4,2070842.4
Asia,Singapore,Furniture,Online,High,2024-11-21,5235,2024-12-04,1906,533.47,246.25,1016793.82,469352.5,547441.32
South America,Chile,Electronics,Offline,Low,2024-03-03,5236,2024-03-06,4960,198.94,156.55,986742.4,776488.0,210254.4
South America,Argentina,Cosmetics,Online,Medium,2025-07-11,5237,2025-07-12,803,522.23,338.79,419350.69,272048.37,147302.32
Africa,Kenya,Furniture,Online,Critical,2023-11-21,5238,2023-12-02,3470,837.93,655.81,2907617.1,2275660.7,631956.4
Europe,France,Furniture,Offline,Medium,2025-01-24,5239,2025-02-04,7108,283.4,213.67,2014407.2,1518766.36,495640.84
Asia,South Korea,Office Supplies,Online,Medium,2022-03-06,5240,2022-03-11,6581,349.23,220.33,2298282.63,1449991.73,848290.9
Asia,South Korea,Electronics,Online,Critical,2025-12-28,5241,2026-01-01,1522,808.28,410.29,1230202.16,624461.38,605740.78
Europe,Italy,Clothing,Offline,High,2024-12-04,5242,2024-12-11,6364,966.71,473.07,6152142.44,3010617.48,3141524.96
Oceania,Fiji,Furniture,Offline,Low,2022-09-07,5243,2022-09-11,780,434.71,236.52,339073.8,184485.6,154588.2
Asia,Singapore,Cosmetics,Online,Low,2025-06-08,5244,2025-06-17,6669,652.38,392.44,4350722.22,2617182.36,1733539.86
Oceania,Fiji,Electronics,Offline,Medium,2022-09-11,5245,2022-09-21,5809,331.28,198.19,1924405.52,1151285.71,773119.81
South America,Chile,Furniture,Online,Critical,2026-03-23,5246,2026-04-05,8393,409.26,248.54,3434919.18,2085996.22,1348922.96
North America,Canada,Furniture,Offline,High,2022-08-12,5247,2022-08-18,3593,431.9,313.08,1551816.7,1124896.44,426920.26
South America,Argentina,Office Supplies,Offline,Low,2026-02-10,5248,2026-02-14,685,353.54,260.36,242174.9,178346.6,63828.3
Europe,Spain,Clothing,Offline,Medium,2023-03-29,5249,2023-04-12,8984,205.95,156.0,1850254.8,1401504.0,448750.8
Asia,India,Electronics,Online,Critical,2023-04-03,5250,2023-04-05,5772,68.48,32.39,395266.56,186955.08,208311.48
South America,Chile,Clothing,Online,Low,2025-08-30,5251,2025-09-12,1587,362.66,253.96,575541.42,403034.52,172506.9
Europe,France,Furniture,Online,Low,2024-01-18,5252,2024-01-30,3855,87.54,44.97,337466.7,173359.35,164107.35
Asia,China,Electronics,Offline,Critical,2024-03-07,5253,2024-03-09,6666,450.0,347.66,2999700.0,2317501.56,682198.44
Africa,South Africa,Food,Online,Critical,2026-07-20,5254,2026-07-29,3056,491.89,332.34,1503215.84,1015631.04,487584.8
Africa,Nigeria,Office Supplies,Online,High,2025-12-30,5255,2026-01-11,1358,443.2,333.07,601865.6,452309.06,149556.54
South America,Colombia,Office Supplies,Online,Low,2021-10-29,5256,2021-11-07,7721,534.45,342.2,4126488.45,2642126.2,1484362.25
South America,Colombia,Electronics,Online,Critical,2024-08-23,5257,2024-09-04,7188,136.41,66.99,980515.08,481524.12,498990.96
South America,Chile,Cosmetics,Offline,Medium,2025-03-17,5258,2025-03-27,5693,434.37,269.01,2472868.41,1531473.93,941394.48
Oceania,Fiji,Cosmetics,Offline,High,2021-08-27,5259,2021-09-01,8622,81.53,59.81,702951.66,515681.82,187269.84
Asia,South Korea,Office Supplies,Offline,Critical,2023-12-01,5260,2023-12-07,4715,567.87,313.61,2677507.05,1478671.15,1198835.9
South America,Colombia,Office Supplies,Online,High,2025-06-29,5261,2025-07-09,7269,872.88,413.7,6344964.72,3007185.3,3337779.42
North America,United States,Office Supplies,Online,Critical,2024-04-13,5262,2024-04-20,161,316.82,211.58,51008.02,34064.38,16943.64
Oceania,Fiji,Furniture,Offline,High,2025-09-11,5263,2025-09-24,8988,593.72,300.37,5336355.36,2699725.56,2636629.8
Asia,Japan,Furniture,Offline,Medium,2025-01-14,5264,2025-01-17,8944,380.52,251.99,3403370.88,2253798.56,1149572.32
Africa,Egypt,Food,Offline,High,2022-10-11,5265,2022-10-13,452,964.19,683.32,435813.88,308860.64,126953.24
North America,Mexico,Food,Offline,High,2022-04-02,5266,2022-04-12,8779,762.79,378.33,6696533.41,3321359.07,3375174.34
Africa,Nigeria,Office Supplies,Offline,Medium,2022-03-05,5267,2022-03-12,124,390.24,280.34,48389.76,34762.16,13627.6
North America,Canada,Office Supplies,Online,Low,2026-03-05,5268,2026-03-12,874,895.44,658.09,782614.56,575170.66,207443.9
Europe,Germany,Office Supplies,Online,Low,2022-10-02,5269,2022-10-06,4939,334.7,164.72,1653083.3,813552.08,839531.22
Europe,Spain,Office Supplies,Online,Critical,2021-12-01,5270,2021-12-02,7748,855.06,410.91,6625004.88,3183730.68,3441274.2
Asia,South Korea,Clothing,Offline,Critical,2024-03-24,5271,2024-04-04,7638,31.3,15.16,239069.4,115792.08,123277.32
Europe,United Kingdom,Cosmetics,Offline,High,2025-12-07,5272,2025-12-08,388,462.69,222.7,179523.72,86407.6,93116.12
Africa,Kenya,Furniture,Offline,Critical,2022-03-18,5273,2022-03-30,8506,423.24,264.11,3600079.44,2246519.66,1353559.78
North America,Mexico,Cosmetics,Online,Low,2023-07-20,5274,2023-08-03,3989,435.44,219.41,1736970.16,875226.49,861743.67
Europe,Italy,Food,Online,High,2026-01-31,5275,2026-02-14,6766,180.35,105.95,1220248.1,716857.7,503390.4
Europe,France,Office Supplies,Online,Medium,2026-06-24,5276,2026-07-04,4852,908.94,715.08,4410176.88,3469568.16,940608.72
Oceania,Australia,Furniture,Offline,Critical,2025-10-28,5277,2025-10-30,9906,452.38,299.5,4481276.28,2966847.0,1514429.28
Europe,Spain,Clothing,Online,Critical,2023-02-11,5278,2023-02-14,1659,775.2,411.78,1286056.8,683143.02,602913.78
Oceania,Fiji,Food,Online,Medium,2025-07-12,5279,2025-07-20,9778,947.97,594.49,9269250.66,5812923.22,3456327.44
Oceania,Fiji,Cosmetics,Online,Low,2026-07-30,5280,2026-08-01,4064,902.87,424.21,3669263.68,1723989.44,1945274.24
Europe,Germany,Cosmetics,Online,Low,2023-06-16,5281,2023-06-24,164,597.8,316.87,98039.2,51966.68,46072.52
Oceania,Australia,Cosmetics,Offline,Low,2024-05-10,5282,2024-05-11,4244,468.81,212.47,1989629.64,901722.68,1087906.96
North America,Canada,Food,Offline,Critical,2026-03-28,5283,2026-04-01,1424,500.46,237.92,712655.04,338798.08,373856.96
Europe,Spain,Clothing,Online,Low,2025-02-21,5284,2025-02-26,3281,439.49,298.04,1441966.69,977869.24,464097.45
Africa,Nigeria,Food,Online,High,2022-06-15,5285,2022-06-17,9952,91.1,55.69,906627.2,554226.88,352400.32
Europe,France,Clothing,Offline,Low,2025-11-22,5286,2025-12-03,7175,245.0,172.82,1757875.0,1239983.5,517891.5
Europe,Germany,Cosmetics,Offline,Low,2025-09-17,5287,2025-09-30,9731,51.72,27.55,503287.32,268089.05,235198.27
Africa,Kenya,Clothing,Online,Low,2024-04-29,5288,2024-05-05,3671,424.11,217.58,1556907.81,798736.18,758171.63
Europe,France,Furniture,Online,High,2025-07-06,5289,2025-07-17,9929,822.95,397.89,8171070.55,3950649.81,4220420.74
South America,Colombia,Furniture,Offline,Low,2022-08-05,5290,2022-08-09,7947,76.21,44.84,605640.87,356343.48,249297.39
Oceania,Fiji,Furniture,Online,High,2026-04-11,5291,2026-04-15,670,33.47,25.1,22424.9,16817.0,5607.9
Europe,Spain,Food,Online,Low,2022-04-06,5292,2022-04-14,6730,521.03,357.23,3506531.9,2404157.9,1102374.0
Europe,Spain,Office Supplies,Offline,Low,2026-01-04,5293,2026-01-13,6,58.12,29.21,348.72,175.26,173.46
